Ref_file	Query_file	ANI	Align_fraction_ref	Align_fraction_query	Ref_name	Query_name	Environment	Same_sample
chicken/bins/ERR3414579_fairy_all_metabat2_short/ERR3414579_fairy_all_metabat2_short_bin.82.fa	chicken/bins/ERR3414579_bwa_all_metabat2_short/ERR3414579_bwa_all_metabat2_short_bin.18.fa	100.0	100.0	99.52	ERR3414579_fairy_all_metabat2_short_bin.82	ERR3414579_bwa_all_metabat2_short_bin.18	Chicken caecum	True
chicken/bins/ERR3414579_fairy_all_metabat2_short/ERR3414579_fairy_all_metabat2_short_bin.93.fa	chicken/bins/ERR3414579_bwa_all_metabat2_short/ERR3414579_bwa_all_metabat2_short_bin.19.fa	100.0	72.73	100.0	ERR3414579_fairy_all_metabat2_short_bin.93	ERR3414579_bwa_all_metabat2_short_bin.19	Chicken caecum	True
chicken/bins/ERR3414579_fairy_all_metabat2_short/ERR3414579_fairy_all_metabat2_short_bin.149.fa	chicken/bins/ERR3414579_bwa_all_metabat2_short/ERR3414579_bwa_all_metabat2_short_bin.2.fa	100.0	92.37	99.48	ERR3414579_fairy_all_metabat2_short_bin.149	ERR3414579_bwa_all_metabat2_short_bin.2	Chicken caecum	True
chicken/bins/ERR3414579_fairy_all_metabat2_short/ERR3414579_fairy_all_metabat2_short_bin.12.fa	chicken/bins/ERR3414579_bwa_all_metabat2_short/ERR3414579_bwa_all_metabat2_short_bin.21.fa	100.0	94.07	100.0	ERR3414579_fairy_all_metabat2_short_bin.12	ERR3414579_bwa_all_metabat2_short_bin.21	Chicken caecum	True
chicken/bins/ERR3414579_fairy_all_metabat2_short/ERR3414579_fairy_all_metabat2_short_bin.49.fa	chicken/bins/ERR3414579_bwa_all_metabat2_short/ERR3414579_bwa_all_metabat2_short_bin.22.fa	100.0	65.04	99.19	ERR3414579_fairy_all_metabat2_short_bin.49	ERR3414579_bwa_all_metabat2_short_bin.22	Chicken caecum	True
chicken/bins/ERR3414579_fairy_all_metabat2_short/ERR3414579_fairy_all_metabat2_short_bin.118.fa	chicken/bins/ERR3414579_bwa_all_metabat2_short/ERR3414579_bwa_all_metabat2_short_bin.24.fa	100.0	99.62	100.0	ERR3414579_fairy_all_metabat2_short_bin.118	ERR3414579_bwa_all_metabat2_short_bin.24	Chicken caecum	True
chicken/bins/ERR3414579_fairy_all_metabat2_short/ERR3414579_fairy_all_metabat2_short_bin.122.fa	chicken/bins/ERR3414579_bwa_all_metabat2_short/ERR3414579_bwa_all_metabat2_short_bin.25.fa	100.0	96.18	99.36	ERR3414579_fairy_all_metabat2_short_bin.122	ERR3414579_bwa_all_metabat2_short_bin.25	Chicken caecum	True
chicken/bins/ERR3414579_fairy_all_metabat2_short/ERR3414579_fairy_all_metabat2_short_bin.117.fa	chicken/bins/ERR3414579_bwa_all_metabat2_short/ERR3414579_bwa_all_metabat2_short_bin.27.fa	100.0	94.53	99.94	ERR3414579_fairy_all_metabat2_short_bin.117	ERR3414579_bwa_all_metabat2_short_bin.27	Chicken caecum	True
chicken/bins/ERR3414579_fairy_all_metabat2_short/ERR3414579_fairy_all_metabat2_short_bin.83.fa	chicken/bins/ERR3414579_bwa_all_metabat2_short/ERR3414579_bwa_all_metabat2_short_bin.28.fa	100.0	100.0	91.69	ERR3414579_fairy_all_metabat2_short_bin.83	ERR3414579_bwa_all_metabat2_short_bin.28	Chicken caecum	True
chicken/bins/ERR3414579_fairy_all_metabat2_short/ERR3414579_fairy_all_metabat2_short_bin.68.fa	chicken/bins/ERR3414579_bwa_all_metabat2_short/ERR3414579_bwa_all_metabat2_short_bin.3.fa	100.0	86.04	99.79	ERR3414579_fairy_all_metabat2_short_bin.68	ERR3414579_bwa_all_metabat2_short_bin.3	Chicken caecum	True
chicken/bins/ERR3414579_fairy_all_metabat2_short/ERR3414579_fairy_all_metabat2_short_bin.109.fa	chicken/bins/ERR3414579_bwa_all_metabat2_short/ERR3414579_bwa_all_metabat2_short_bin.31.fa	100.0	96.88	99.37	ERR3414579_fairy_all_metabat2_short_bin.109	ERR3414579_bwa_all_metabat2_short_bin.31	Chicken caecum	True
chicken/bins/ERR3414579_fairy_all_metabat2_short/ERR3414579_fairy_all_metabat2_short_bin.52.fa	chicken/bins/ERR3414579_bwa_all_metabat2_short/ERR3414579_bwa_all_metabat2_short_bin.35.fa	100.0	99.04	95.05	ERR3414579_fairy_all_metabat2_short_bin.52	ERR3414579_bwa_all_metabat2_short_bin.35	Chicken caecum	True
chicken/bins/ERR3414579_fairy_all_metabat2_short/ERR3414579_fairy_all_metabat2_short_bin.67.fa	chicken/bins/ERR3414579_bwa_all_metabat2_short/ERR3414579_bwa_all_metabat2_short_bin.36.fa	100.0	95.13	96.47	ERR3414579_fairy_all_metabat2_short_bin.67	ERR3414579_bwa_all_metabat2_short_bin.36	Chicken caecum	True
chicken/bins/ERR3414579_fairy_all_metabat2_short/ERR3414579_fairy_all_metabat2_short_bin.36.fa	chicken/bins/ERR3414579_bwa_all_metabat2_short/ERR3414579_bwa_all_metabat2_short_bin.37.fa	100.0	96.27	99.32	ERR3414579_fairy_all_metabat2_short_bin.36	ERR3414579_bwa_all_metabat2_short_bin.37	Chicken caecum	True
chicken/bins/ERR3414579_fairy_all_metabat2_short/ERR3414579_fairy_all_metabat2_short_bin.138.fa	chicken/bins/ERR3414579_bwa_all_metabat2_short/ERR3414579_bwa_all_metabat2_short_bin.39.fa	100.0	95.65	98.92	ERR3414579_fairy_all_metabat2_short_bin.138	ERR3414579_bwa_all_metabat2_short_bin.39	Chicken caecum	True
chicken/bins/ERR3414579_fairy_all_metabat2_short/ERR3414579_fairy_all_metabat2_short_bin.123.fa	chicken/bins/ERR3414579_bwa_all_metabat2_short/ERR3414579_bwa_all_metabat2_short_bin.4.fa	100.0	97.62	100.0	ERR3414579_fairy_all_metabat2_short_bin.123	ERR3414579_bwa_all_metabat2_short_bin.4	Chicken caecum	True
chicken/bins/ERR3414579_fairy_all_metabat2_short/ERR3414579_fairy_all_metabat2_short_bin.100.fa	chicken/bins/ERR3414579_bwa_all_metabat2_short/ERR3414579_bwa_all_metabat2_short_bin.41.fa	100.0	94.26	96.41	ERR3414579_fairy_all_metabat2_short_bin.100	ERR3414579_bwa_all_metabat2_short_bin.41	Chicken caecum	True
chicken/bins/ERR3414579_fairy_all_metabat2_short/ERR3414579_fairy_all_metabat2_short_bin.135.fa	chicken/bins/ERR3414579_bwa_all_metabat2_short/ERR3414579_bwa_all_metabat2_short_bin.42.fa	100.0	99.7	41.05	ERR3414579_fairy_all_metabat2_short_bin.135	ERR3414579_bwa_all_metabat2_short_bin.42	Chicken caecum	True
chicken/bins/ERR3414579_fairy_all_metabat2_short/ERR3414579_fairy_all_metabat2_short_bin.127.fa	chicken/bins/ERR3414579_bwa_all_metabat2_short/ERR3414579_bwa_all_metabat2_short_bin.43.fa	100.0	100.0	99.92	ERR3414579_fairy_all_metabat2_short_bin.127	ERR3414579_bwa_all_metabat2_short_bin.43	Chicken caecum	True
chicken/bins/ERR3414579_fairy_all_metabat2_short/ERR3414579_fairy_all_metabat2_short_bin.106.fa	chicken/bins/ERR3414579_bwa_all_metabat2_short/ERR3414579_bwa_all_metabat2_short_bin.44.fa	100.0	96.36	99.61	ERR3414579_fairy_all_metabat2_short_bin.106	ERR3414579_bwa_all_metabat2_short_bin.44	Chicken caecum	True
chicken/bins/ERR3414579_fairy_all_metabat2_short/ERR3414579_fairy_all_metabat2_short_bin.91.fa	chicken/bins/ERR3414579_bwa_all_metabat2_short/ERR3414579_bwa_all_metabat2_short_bin.45.fa	100.0	92.77	97.27	ERR3414579_fairy_all_metabat2_short_bin.91	ERR3414579_bwa_all_metabat2_short_bin.45	Chicken caecum	True
chicken/bins/ERR3414579_fairy_all_metabat2_short/ERR3414579_fairy_all_metabat2_short_bin.143.fa	chicken/bins/ERR3414579_bwa_all_metabat2_short/ERR3414579_bwa_all_metabat2_short_bin.46.fa	100.0	98.56	93.63	ERR3414579_fairy_all_metabat2_short_bin.143	ERR3414579_bwa_all_metabat2_short_bin.46	Chicken caecum	True
chicken/bins/ERR3414579_fairy_all_metabat2_short/ERR3414579_fairy_all_metabat2_short_bin.126.fa	chicken/bins/ERR3414579_bwa_all_metabat2_short/ERR3414579_bwa_all_metabat2_short_bin.48.fa	100.0	97.41	99.58	ERR3414579_fairy_all_metabat2_short_bin.126	ERR3414579_bwa_all_metabat2_short_bin.48	Chicken caecum	True
chicken/bins/ERR3414579_fairy_all_metabat2_short/ERR3414579_fairy_all_metabat2_short_bin.145.fa	chicken/bins/ERR3414579_bwa_all_metabat2_short/ERR3414579_bwa_all_metabat2_short_bin.5.fa	100.0	99.99	88.26	ERR3414579_fairy_all_metabat2_short_bin.145	ERR3414579_bwa_all_metabat2_short_bin.5	Chicken caecum	True
chicken/bins/ERR3414579_fairy_all_metabat2_short/ERR3414579_fairy_all_metabat2_short_bin.51.fa	chicken/bins/ERR3414579_bwa_all_metabat2_short/ERR3414579_bwa_all_metabat2_short_bin.51.fa	100.0	94.52	99.52	ERR3414579_fairy_all_metabat2_short_bin.51	ERR3414579_bwa_all_metabat2_short_bin.51	Chicken caecum	True
chicken/bins/ERR3414579_fairy_all_metabat2_short/ERR3414579_fairy_all_metabat2_short_bin.38.fa	chicken/bins/ERR3414579_bwa_all_metabat2_short/ERR3414579_bwa_all_metabat2_short_bin.52.fa	100.0	99.05	99.02	ERR3414579_fairy_all_metabat2_short_bin.38	ERR3414579_bwa_all_metabat2_short_bin.52	Chicken caecum	True
chicken/bins/ERR3414579_fairy_all_metabat2_short/ERR3414579_fairy_all_metabat2_short_bin.22.fa	chicken/bins/ERR3414579_bwa_all_metabat2_short/ERR3414579_bwa_all_metabat2_short_bin.53.fa	100.0	99.1	99.46	ERR3414579_fairy_all_metabat2_short_bin.22	ERR3414579_bwa_all_metabat2_short_bin.53	Chicken caecum	True
chicken/bins/ERR3414579_fairy_all_metabat2_short/ERR3414579_fairy_all_metabat2_short_bin.28.fa	chicken/bins/ERR3414579_bwa_all_metabat2_short/ERR3414579_bwa_all_metabat2_short_bin.54.fa	100.0	85.48	99.4	ERR3414579_fairy_all_metabat2_short_bin.28	ERR3414579_bwa_all_metabat2_short_bin.54	Chicken caecum	True
chicken/bins/ERR3414579_fairy_all_metabat2_short/ERR3414579_fairy_all_metabat2_short_bin.33.fa	chicken/bins/ERR3414579_bwa_all_metabat2_short/ERR3414579_bwa_all_metabat2_short_bin.55.fa	100.0	97.09	97.0	ERR3414579_fairy_all_metabat2_short_bin.33	ERR3414579_bwa_all_metabat2_short_bin.55	Chicken caecum	True
chicken/bins/ERR3414579_fairy_all_metabat2_short/ERR3414579_fairy_all_metabat2_short_bin.53.fa	chicken/bins/ERR3414579_bwa_all_metabat2_short/ERR3414579_bwa_all_metabat2_short_bin.57.fa	100.0	81.26	84.95	ERR3414579_fairy_all_metabat2_short_bin.53	ERR3414579_bwa_all_metabat2_short_bin.57	Chicken caecum	True
chicken/bins/ERR3414579_fairy_all_metabat2_short/ERR3414579_fairy_all_metabat2_short_bin.42.fa	chicken/bins/ERR3414579_bwa_all_metabat2_short/ERR3414579_bwa_all_metabat2_short_bin.59.fa	100.0	100.0	100.0	ERR3414579_fairy_all_metabat2_short_bin.42	ERR3414579_bwa_all_metabat2_short_bin.59	Chicken caecum	True
chicken/bins/ERR3414579_fairy_all_metabat2_short/ERR3414579_fairy_all_metabat2_short_bin.79.fa	chicken/bins/ERR3414579_bwa_all_metabat2_short/ERR3414579_bwa_all_metabat2_short_bin.60.fa	100.0	100.0	90.42	ERR3414579_fairy_all_metabat2_short_bin.79	ERR3414579_bwa_all_metabat2_short_bin.60	Chicken caecum	True
chicken/bins/ERR3414579_fairy_all_metabat2_short/ERR3414579_fairy_all_metabat2_short_bin.150.fa	chicken/bins/ERR3414579_bwa_all_metabat2_short/ERR3414579_bwa_all_metabat2_short_bin.61.fa	100.0	65.33	99.29	ERR3414579_fairy_all_metabat2_short_bin.150	ERR3414579_bwa_all_metabat2_short_bin.61	Chicken caecum	True
chicken/bins/ERR3414579_fairy_all_metabat2_short/ERR3414579_fairy_all_metabat2_short_bin.104.fa	chicken/bins/ERR3414579_bwa_all_metabat2_short/ERR3414579_bwa_all_metabat2_short_bin.62.fa	100.0	95.69	99.78	ERR3414579_fairy_all_metabat2_short_bin.104	ERR3414579_bwa_all_metabat2_short_bin.62	Chicken caecum	True
chicken/bins/ERR3414579_fairy_all_metabat2_short/ERR3414579_fairy_all_metabat2_short_bin.73.fa	chicken/bins/ERR3414579_bwa_all_metabat2_short/ERR3414579_bwa_all_metabat2_short_bin.63.fa	100.0	98.02	99.48	ERR3414579_fairy_all_metabat2_short_bin.73	ERR3414579_bwa_all_metabat2_short_bin.63	Chicken caecum	True
chicken/bins/ERR3414579_fairy_all_metabat2_short/ERR3414579_fairy_all_metabat2_short_bin.129.fa	chicken/bins/ERR3414579_bwa_all_metabat2_short/ERR3414579_bwa_all_metabat2_short_bin.66.fa	100.0	96.62	83.84	ERR3414579_fairy_all_metabat2_short_bin.129	ERR3414579_bwa_all_metabat2_short_bin.66	Chicken caecum	True
chicken/bins/ERR3414579_fairy_all_metabat2_short/ERR3414579_fairy_all_metabat2_short_bin.74.fa	chicken/bins/ERR3414579_bwa_all_metabat2_short/ERR3414579_bwa_all_metabat2_short_bin.69.fa	100.0	99.42	99.42	ERR3414579_fairy_all_metabat2_short_bin.74	ERR3414579_bwa_all_metabat2_short_bin.69	Chicken caecum	True
chicken/bins/ERR3414579_fairy_all_metabat2_short/ERR3414579_fairy_all_metabat2_short_bin.40.fa	chicken/bins/ERR3414579_bwa_all_metabat2_short/ERR3414579_bwa_all_metabat2_short_bin.70.fa	100.0	99.8	99.84	ERR3414579_fairy_all_metabat2_short_bin.40	ERR3414579_bwa_all_metabat2_short_bin.70	Chicken caecum	True
chicken/bins/ERR3414579_fairy_all_metabat2_short/ERR3414579_fairy_all_metabat2_short_bin.64.fa	chicken/bins/ERR3414579_bwa_all_metabat2_short/ERR3414579_bwa_all_metabat2_short_bin.72.fa	99.99	80.09	99.75	ERR3414579_fairy_all_metabat2_short_bin.64	ERR3414579_bwa_all_metabat2_short_bin.72	Chicken caecum	True
chicken/bins/ERR3414579_fairy_all_metabat2_short/ERR3414579_fairy_all_metabat2_short_bin.2.fa	chicken/bins/ERR3414579_bwa_all_metabat2_short/ERR3414579_bwa_all_metabat2_short_bin.73.fa	100.0	96.99	96.91	ERR3414579_fairy_all_metabat2_short_bin.2	ERR3414579_bwa_all_metabat2_short_bin.73	Chicken caecum	True
chicken/bins/ERR3414579_fairy_all_metabat2_short/ERR3414579_fairy_all_metabat2_short_bin.111.fa	chicken/bins/ERR3414579_bwa_all_metabat2_short/ERR3414579_bwa_all_metabat2_short_bin.74.fa	100.0	98.28	97.72	ERR3414579_fairy_all_metabat2_short_bin.111	ERR3414579_bwa_all_metabat2_short_bin.74	Chicken caecum	True
chicken/bins/ERR3414579_fairy_all_metabat2_short/ERR3414579_fairy_all_metabat2_short_bin.48.fa	chicken/bins/ERR3414579_bwa_all_metabat2_short/ERR3414579_bwa_all_metabat2_short_bin.76.fa	99.99	79.64	98.83	ERR3414579_fairy_all_metabat2_short_bin.48	ERR3414579_bwa_all_metabat2_short_bin.76	Chicken caecum	True
chicken/bins/ERR3414579_fairy_all_metabat2_short/ERR3414579_fairy_all_metabat2_short_bin.114.fa	chicken/bins/ERR3414579_bwa_all_metabat2_short/ERR3414579_bwa_all_metabat2_short_bin.78.fa	100.0	99.16	87.6	ERR3414579_fairy_all_metabat2_short_bin.114	ERR3414579_bwa_all_metabat2_short_bin.78	Chicken caecum	True
chicken/bins/ERR3414579_fairy_all_metabat2_short/ERR3414579_fairy_all_metabat2_short_bin.45.fa	chicken/bins/ERR3414579_bwa_all_metabat2_short/ERR3414579_bwa_all_metabat2_short_bin.79.fa	100.0	100.0	33.8	ERR3414579_fairy_all_metabat2_short_bin.45	ERR3414579_bwa_all_metabat2_short_bin.79	Chicken caecum	True
chicken/bins/ERR3414579_fairy_all_metabat2_short/ERR3414579_fairy_all_metabat2_short_bin.151.fa	chicken/bins/ERR3414579_bwa_all_metabat2_short/ERR3414579_bwa_all_metabat2_short_bin.81.fa	100.0	95.11	98.21	ERR3414579_fairy_all_metabat2_short_bin.151	ERR3414579_bwa_all_metabat2_short_bin.81	Chicken caecum	True
chicken/bins/ERR3414579_fairy_all_metabat2_short/ERR3414579_fairy_all_metabat2_short_bin.140.fa	chicken/bins/ERR3414579_bwa_all_metabat2_short/ERR3414579_bwa_all_metabat2_short_bin.82.fa	100.0	100.0	100.0	ERR3414579_fairy_all_metabat2_short_bin.140	ERR3414579_bwa_all_metabat2_short_bin.82	Chicken caecum	True
chicken/bins/ERR3414579_fairy_all_metabat2_short/ERR3414579_fairy_all_metabat2_short_bin.87.fa	chicken/bins/ERR3414579_bwa_all_metabat2_short/ERR3414579_bwa_all_metabat2_short_bin.84.fa	100.0	99.5	99.86	ERR3414579_fairy_all_metabat2_short_bin.87	ERR3414579_bwa_all_metabat2_short_bin.84	Chicken caecum	True
chicken/bins/ERR3414579_fairy_all_metabat2_short/ERR3414579_fairy_all_metabat2_short_bin.141.fa	chicken/bins/ERR3414579_bwa_all_metabat2_short/ERR3414579_bwa_all_metabat2_short_bin.86.fa	100.0	79.14	100.0	ERR3414579_fairy_all_metabat2_short_bin.141	ERR3414579_bwa_all_metabat2_short_bin.86	Chicken caecum	True
chicken/bins/ERR3414579_fairy_all_metabat2_short/ERR3414579_fairy_all_metabat2_short_bin.121.fa	chicken/bins/ERR3414579_bwa_all_metabat2_short/ERR3414579_bwa_all_metabat2_short_bin.87.fa	99.99	99.15	99.36	ERR3414579_fairy_all_metabat2_short_bin.121	ERR3414579_bwa_all_metabat2_short_bin.87	Chicken caecum	True
chicken/bins/ERR3414579_fairy_all_metabat2_short/ERR3414579_fairy_all_metabat2_short_bin.70.fa	chicken/bins/ERR3414579_bwa_all_metabat2_short/ERR3414579_bwa_all_metabat2_short_bin.9.fa	100.0	98.32	81.59	ERR3414579_fairy_all_metabat2_short_bin.70	ERR3414579_bwa_all_metabat2_short_bin.9	Chicken caecum	True
chicken/bins/ERR3414579_fairy_all_metabat2_short/ERR3414579_fairy_all_metabat2_short_bin.152.fa	chicken/bins/ERR3414579_bwa_all_metabat2_short/ERR3414579_bwa_all_metabat2_short_bin.90.fa	100.0	92.82	100.0	ERR3414579_fairy_all_metabat2_short_bin.152	ERR3414579_bwa_all_metabat2_short_bin.90	Chicken caecum	True
chicken/bins/ERR3414579_fairy_all_metabat2_short/ERR3414579_fairy_all_metabat2_short_bin.37.fa	chicken/bins/ERR3414579_bwa_all_metabat2_short/ERR3414579_bwa_all_metabat2_short_bin.91.fa	100.0	97.01	92.59	ERR3414579_fairy_all_metabat2_short_bin.37	ERR3414579_bwa_all_metabat2_short_bin.91	Chicken caecum	True
chicken/bins/ERR3414579_fairy_all_metabat2_short/ERR3414579_fairy_all_metabat2_short_bin.98.fa	chicken/bins/ERR3414579_bwa_all_metabat2_short/ERR3414579_bwa_all_metabat2_short_bin.93.fa	99.99	99.94	32.72	ERR3414579_fairy_all_metabat2_short_bin.98	ERR3414579_bwa_all_metabat2_short_bin.93	Chicken caecum	True
chicken/bins/ERR3414579_fairy_all_metabat2_short/ERR3414579_fairy_all_metabat2_short_bin.131.fa	chicken/bins/ERR3414579_bwa_all_metabat2_short/ERR3414579_bwa_all_metabat2_short_bin.97.fa	100.0	99.92	86.46	ERR3414579_fairy_all_metabat2_short_bin.131	ERR3414579_bwa_all_metabat2_short_bin.97	Chicken caecum	True
chicken/bins/ERR3414579_fairy_all_metabat2_short/ERR3414579_fairy_all_metabat2_short_bin.102.fa	chicken/bins/ERR3414579_bwa_all_metabat2_short/ERR3414579_bwa_all_metabat2_short_bin.98.fa	100.0	100.0	49.33	ERR3414579_fairy_all_metabat2_short_bin.102	ERR3414579_bwa_all_metabat2_short_bin.98	Chicken caecum	True
chicken/bins/ERR3414579_fairy_all_metabat2_short/ERR3414579_fairy_all_metabat2_short_bin.55.fa	chicken/bins/ERR3414579_bwa_all_metabat2_short/ERR3414579_bwa_all_metabat2_short_bin.99.fa	100.0	98.71	98.6	ERR3414579_fairy_all_metabat2_short_bin.55	ERR3414579_bwa_all_metabat2_short_bin.99	Chicken caecum	True
chicken/bins/ERR3414580_fairy_all_metabat2_short/ERR3414580_fairy_all_metabat2_short_bin.144.fa	chicken/bins/ERR3414580_bwa_all_metabat2_short/ERR3414580_bwa_all_metabat2_short_bin.1.fa	100.0	96.15	99.45	ERR3414580_fairy_all_metabat2_short_bin.144	ERR3414580_bwa_all_metabat2_short_bin.1	Chicken caecum	True
chicken/bins/ERR3414580_fairy_all_metabat2_short/ERR3414580_fairy_all_metabat2_short_bin.1.fa	chicken/bins/ERR3414580_bwa_all_metabat2_short/ERR3414580_bwa_all_metabat2_short_bin.100.fa	100.0	87.68	97.03	ERR3414580_fairy_all_metabat2_short_bin.1	ERR3414580_bwa_all_metabat2_short_bin.100	Chicken caecum	True
chicken/bins/ERR3414580_fairy_all_metabat2_short/ERR3414580_fairy_all_metabat2_short_bin.82.fa	chicken/bins/ERR3414580_bwa_all_metabat2_short/ERR3414580_bwa_all_metabat2_short_bin.101.fa	100.0	99.8	94.29	ERR3414580_fairy_all_metabat2_short_bin.82	ERR3414580_bwa_all_metabat2_short_bin.101	Chicken caecum	True
chicken/bins/ERR3414580_fairy_all_metabat2_short/ERR3414580_fairy_all_metabat2_short_bin.127.fa	chicken/bins/ERR3414580_bwa_all_metabat2_short/ERR3414580_bwa_all_metabat2_short_bin.102.fa	99.99	100.0	52.13	ERR3414580_fairy_all_metabat2_short_bin.127	ERR3414580_bwa_all_metabat2_short_bin.102	Chicken caecum	True
chicken/bins/ERR3414580_fairy_all_metabat2_short/ERR3414580_fairy_all_metabat2_short_bin.137.fa	chicken/bins/ERR3414580_bwa_all_metabat2_short/ERR3414580_bwa_all_metabat2_short_bin.104.fa	100.0	97.46	99.43	ERR3414580_fairy_all_metabat2_short_bin.137	ERR3414580_bwa_all_metabat2_short_bin.104	Chicken caecum	True
chicken/bins/ERR3414580_fairy_all_metabat2_short/ERR3414580_fairy_all_metabat2_short_bin.23.fa	chicken/bins/ERR3414580_bwa_all_metabat2_short/ERR3414580_bwa_all_metabat2_short_bin.106.fa	100.0	73.3	84.08	ERR3414580_fairy_all_metabat2_short_bin.23	ERR3414580_bwa_all_metabat2_short_bin.106	Chicken caecum	True
chicken/bins/ERR3414580_fairy_all_metabat2_short/ERR3414580_fairy_all_metabat2_short_bin.8.fa	chicken/bins/ERR3414580_bwa_all_metabat2_short/ERR3414580_bwa_all_metabat2_short_bin.109.fa	100.0	99.88	99.88	ERR3414580_fairy_all_metabat2_short_bin.8	ERR3414580_bwa_all_metabat2_short_bin.109	Chicken caecum	True
chicken/bins/ERR3414580_fairy_all_metabat2_short/ERR3414580_fairy_all_metabat2_short_bin.54.fa	chicken/bins/ERR3414580_bwa_all_metabat2_short/ERR3414580_bwa_all_metabat2_short_bin.11.fa	100.0	99.46	99.59	ERR3414580_fairy_all_metabat2_short_bin.54	ERR3414580_bwa_all_metabat2_short_bin.11	Chicken caecum	True
chicken/bins/ERR3414580_fairy_all_metabat2_short/ERR3414580_fairy_all_metabat2_short_bin.64.fa	chicken/bins/ERR3414580_bwa_all_metabat2_short/ERR3414580_bwa_all_metabat2_short_bin.111.fa	99.99	100.0	16.9	ERR3414580_fairy_all_metabat2_short_bin.64	ERR3414580_bwa_all_metabat2_short_bin.111	Chicken caecum	True
chicken/bins/ERR3414580_fairy_all_metabat2_short/ERR3414580_fairy_all_metabat2_short_bin.39.fa	chicken/bins/ERR3414580_bwa_all_metabat2_short/ERR3414580_bwa_all_metabat2_short_bin.113.fa	100.0	63.81	99.99	ERR3414580_fairy_all_metabat2_short_bin.39	ERR3414580_bwa_all_metabat2_short_bin.113	Chicken caecum	True
chicken/bins/ERR3414580_fairy_all_metabat2_short/ERR3414580_fairy_all_metabat2_short_bin.37.fa	chicken/bins/ERR3414580_bwa_all_metabat2_short/ERR3414580_bwa_all_metabat2_short_bin.115.fa	100.0	100.0	12.95	ERR3414580_fairy_all_metabat2_short_bin.37	ERR3414580_bwa_all_metabat2_short_bin.115	Chicken caecum	True
chicken/bins/ERR3414580_fairy_all_metabat2_short/ERR3414580_fairy_all_metabat2_short_bin.74.fa	chicken/bins/ERR3414580_bwa_all_metabat2_short/ERR3414580_bwa_all_metabat2_short_bin.116.fa	99.99	98.02	99.89	ERR3414580_fairy_all_metabat2_short_bin.74	ERR3414580_bwa_all_metabat2_short_bin.116	Chicken caecum	True
chicken/bins/ERR3414580_fairy_all_metabat2_short/ERR3414580_fairy_all_metabat2_short_bin.171.fa	chicken/bins/ERR3414580_bwa_all_metabat2_short/ERR3414580_bwa_all_metabat2_short_bin.117.fa	100.0	49.59	99.19	ERR3414580_fairy_all_metabat2_short_bin.171	ERR3414580_bwa_all_metabat2_short_bin.117	Chicken caecum	True
chicken/bins/ERR3414580_fairy_all_metabat2_short/ERR3414580_fairy_all_metabat2_short_bin.72.fa	chicken/bins/ERR3414580_bwa_all_metabat2_short/ERR3414580_bwa_all_metabat2_short_bin.118.fa	100.0	56.57	100.0	ERR3414580_fairy_all_metabat2_short_bin.72	ERR3414580_bwa_all_metabat2_short_bin.118	Chicken caecum	True
chicken/bins/ERR3414580_fairy_all_metabat2_short/ERR3414580_fairy_all_metabat2_short_bin.116.fa	chicken/bins/ERR3414580_bwa_all_metabat2_short/ERR3414580_bwa_all_metabat2_short_bin.119.fa	100.0	91.75	57.33	ERR3414580_fairy_all_metabat2_short_bin.116	ERR3414580_bwa_all_metabat2_short_bin.119	Chicken caecum	True
chicken/bins/ERR3414580_fairy_all_metabat2_short/ERR3414580_fairy_all_metabat2_short_bin.21.fa	chicken/bins/ERR3414580_bwa_all_metabat2_short/ERR3414580_bwa_all_metabat2_short_bin.12.fa	100.0	61.41	99.55	ERR3414580_fairy_all_metabat2_short_bin.21	ERR3414580_bwa_all_metabat2_short_bin.12	Chicken caecum	True
chicken/bins/ERR3414580_fairy_all_metabat2_short/ERR3414580_fairy_all_metabat2_short_bin.66.fa	chicken/bins/ERR3414580_bwa_all_metabat2_short/ERR3414580_bwa_all_metabat2_short_bin.122.fa	100.0	95.89	94.91	ERR3414580_fairy_all_metabat2_short_bin.66	ERR3414580_bwa_all_metabat2_short_bin.122	Chicken caecum	True
chicken/bins/ERR3414580_fairy_all_metabat2_short/ERR3414580_fairy_all_metabat2_short_bin.2.fa	chicken/bins/ERR3414580_bwa_all_metabat2_short/ERR3414580_bwa_all_metabat2_short_bin.123.fa	100.0	88.29	99.69	ERR3414580_fairy_all_metabat2_short_bin.2	ERR3414580_bwa_all_metabat2_short_bin.123	Chicken caecum	True
chicken/bins/ERR3414580_fairy_all_metabat2_short/ERR3414580_fairy_all_metabat2_short_bin.78.fa	chicken/bins/ERR3414580_bwa_all_metabat2_short/ERR3414580_bwa_all_metabat2_short_bin.128.fa	100.0	99.98	99.98	ERR3414580_fairy_all_metabat2_short_bin.78	ERR3414580_bwa_all_metabat2_short_bin.128	Chicken caecum	True
chicken/bins/ERR3414580_fairy_all_metabat2_short/ERR3414580_fairy_all_metabat2_short_bin.114.fa	chicken/bins/ERR3414580_bwa_all_metabat2_short/ERR3414580_bwa_all_metabat2_short_bin.13.fa	100.0	98.39	99.84	ERR3414580_fairy_all_metabat2_short_bin.114	ERR3414580_bwa_all_metabat2_short_bin.13	Chicken caecum	True
